year,month,HHI_Total_assoc,HHI_Total_units,num_associations_Total,total_units_Total,HHI_LV_assoc,HHI_LV_units,num_associations_LV,total_units_LV,HHI_Reno_assoc,HHI_Reno_units,num_associations_Reno,total_units_Reno,HHI_Other_assoc,HHI_Other_units,num_associations_Other,total_units_Other
2024,8,353.2252590910278,669.8361797765066,3390,1001155,409.9900231043897,590.9132885801117,2760,698121,941.199447148609,1558.4127231408536,516,99334,2628.50107725454,7855.997014967818,114,203700
2024,9,347.2694181185629,642.0387755452518,3435,1007140,402.21036301124286,546.4785854722137,2803,702573,931.1131318853328,1525.7822224821634,518,100877,2628.50107725454,7856.768329558007,114,203690
2024,10,344.60553947631564,638.6190199577123,3449,1008679,397.5932097053569,541.4910338227504,2814,703993,940.0147928994086,1522.5154588791447,520,100796,2660.8695652173915,7842.602145059216,115,203890
2024,11,342.45970893078504,639.235631827663,3451,1009090,393.5931001372557,546.6141307348737,2813,705470,974.31854436139,1565.2586464792246,521,99346,2573.599240265907,7813.179709046673,117,204274
2024,12,341.3254139955308,636.6390679696598,3455,1009125,393.2807859310434,543.9085976618823,2816,705445,960.4967631126964,1514.1273504103656,522,99354,2573.599240265907,7809.527543616144,117,204326
2025,1,343.2966230141353,637.0475439877,3458,1010120,396.50084738191225,545.524829966395,2821,711808,956.1930585283726,1529.3100257151898,521,98123,2617.419738406659,8131.367208711335,116,200189
2025,2,342.5339965185866,644.9405573356939,3459,1010372,395.8381011643121,556.3058177847744,2827,713570,950.8081208437926,1524.1201505372624,522,98642,2636.363636363635,8294.29451346005,110,198160
2025,3,342.6911586480548,644.5333842378859,3458,1009995,397.1838689271447,558.1359148493549,2826,713763,952.1842290945384,1535.1410162077073,523,98182,2679.0674185674607,8303.44382699765,109,198050
2025,4,345.2714415080589,644.8221278358396,3456,1009976,400.57037543751954,558.651163371333,2827,714136,967.2466173604992,1546.0886496459525,523,98064,2741.18903524386,8325.169369964673,106,197776
2025,5,340.68090290138844,688.5058980176533,3392,976230,394.5274010908503,611.2641655465911,2778,682417,941.253364090734,1495.691238923314,510,96317,2697.855029585798,8348.127752046863,104,197496
2025,6,344.8260884092352,657.1728154150234,3460,1011723,397.8936165202384,583.4525973889167,2833,715269,961.5488479777048,1507.283621190676,527,99348,2830.0,8381.021101434377,100,197106
